record_id,pdf_page_start,pdf_page_end,row_type,section,chapter,text
1185,142,142,paragraph,Psalms,"of Isaiah, showing mercy to those who are afflicted. ""With an upright man Thou wilt shew",- {3BC 1155.1}
1186,142,142,section_heading,Proverbs,,Proverbs
1187,142,142,chapter_heading,Proverbs,1,Chapter 1
1188,142,142,paragraph,Proverbs,1,"10 (Isa. 43:10; 2 Cor. 6:17, 18). Dart a Prayer to Heaven; Then Firmly Resist.--Hear the voice of God: ""My son, if sinners entice thee, consent thou not."" Those who are controlled by the Spirit of God are to keep their perceptive faculties awake; for the time has come when their integrity and loyalty to God and to one another will be tested. Do not commit the least injustice in order to gain an advantage for yourselves. Do unto others, in small matters as well as in great, as you would that others should do unto you. God says, ""Ye are my witnesses."" You are to act in My place. {3BC 1155.2}"
1189,142,142,paragraph,Proverbs,1,"Could the curtain be rolled back, you would see the heavenly universe looking with intense interest upon the one who is tempted. If you do not yield to the enemy, there is joy in heaven. When the first suggestion of wrong is heard, dart a prayer to heaven, and then firmly resist the temptation to tamper with the principles condemned in God's Word. The first time the temptation comes, meet it in such a decided manner that it will never be repeated. Turn from the one who has ventured to present wrong practises to you. Resolutely turn from the tempter, saying, I must separate from your influence; for I know you are not walking in the footsteps of our Saviour. {3BC 1155.3}"
1190,142,142,paragraph,Proverbs,1,"Even though you may not feel able to speak a word to those who are working on wrong principles, leave them. Your withdrawal and silence may do more than words. Nehemiah refused to associate with those who were untrue to principle, and he would not permit his workmen to associate with them. The love and fear of God were his safeguard. He lived and worked as in view of the unseen world. And David said, ""I have set the Lord always before me."" {3BC 1155.4}"
1191,142,143,paragraph,Proverbs,1,"Dare to be a Daniel. Dare to stand alone. Thus, as did Moses, you will endure the seeing of Him who is invisible. But a cowardly and silent reserve before evil associates, while you listen to their devices, makes you one with them. [2 Cor. 6:17, 18 quoted.] {3BC 1155.5}"
1192,143,143,paragraph,Proverbs,1,"Have courage to do right. The Lord's promise is more valuable than gold and silver to all who are doers of His Word. Let all regard it as a great honor to be acknowledged by God as His children (RH May 9, 1899). {3BC 1155.6}"
1193,143,143,chapter_heading,Proverbs,3,Chapter 3
1194,143,143,paragraph,Proverbs,3,"6. God Guides Us in Doing His Will.--Has not God said He would give the Holy Spirit to them that ask Him? and is not this spirit a real, true actual guide? Some men seem afraid to take God at His word as though it would be presumption in them. They pray for the Lord to teach us and yet are afraid to credit the pledged word of God and believe we have been taught of Him. So long as we come to our heavenly Father humbly and with a spirit to be taught, willing and anxious to learn, why should we doubt God's fulfilment of His own promise? You must not for a moment doubt Him and dishonor Him thereby. When you have sought to know His will, your part in the operation with God is to believe that you will be led and guided and blessed in the doing of His will. We may mistrust ourselves lest we misinterpret His teachings, but make even this a subject of prayer, and trust Him, still trust Him to the uttermost, that His Holy Spirit will lead you to interpret aright His plans and the working of His providence (Letter 35, 1893). {3BC 1155.7}"
1195,143,143,paragraph,Proverbs,3,"It was Christ who guided the Israelites through the wilderness. And it is Christ who is guiding His people today, showing them where and how to work (Letter 335, 1904). {3BC 1156.1}"
1196,143,143,paragraph,Proverbs,3,"13, 14. The Meaning of Enduring Wisdom.--True wisdom is a treasure as lasting as eternity. Many of the world's so-called wise men are wise only in their own estimation. Content with the acquisition of worldly wisdom, they never enter the garden of God, to become acquainted with the treasures of knowledge contained in His holy Word. Supposing themselves to be wise, they are ignorant concerning the wisdom which all must have who gain eternal life. They cherish a contempt for the Book of God, which, if studied and obeyed, would make them truly wise. The Bible is to them an impenetrable mystery. The grand, deep truths of the Old and New Testaments are obscure to them, because spiritual things are not spiritually discerned. They need to learn that the fear of the Lord is the beginning of wisdom, and that without this wisdom, their learning is of little worth. {3BC 1156.2}"
1197,143,143,paragraph,Proverbs,3,"Those who are striving for an education in the sciences, but who have not learned the lesson that the fear of God is the beginning of wisdom, are working helplessly and hopelessly, questioning the reality of everything. They may acquire an education in the sciences, but unless they gain a knowledge of the Bible and a knowledge of God, they are without true wisdom. The unlearned man, if he knows God and Jesus Christ, has a more enduring wisdom than has the most learned man who despises the instruction of God (MS 33, 1911). {3BC 1156.3}"
1198,143,143,paragraph,Proverbs,3,"17 (1 Tim. 4:8). Devotion to God Advances Health and Cheerfulness.-- The wise man says that wisdom's ""ways are ways of pleasantness, and all her paths are peace."" Many cherish the impression that devotion to God is detrimental to health and to cheerful happiness in the social relations of life. But those who walk in the path of wisdom and holiness find that ""godliness is profitable unto all things, having promise of the life that now is, and of that which is to come."" They are alive to the enjoyment of life's real pleasures, while they are not troubled with vain regrets over misspent hours, nor with gloom or horror of mind, as the worldling too often is when not diverted by some exciting amusement. . . . {3BC 1156.4}"
1199,144,144,paragraph,Proverbs,3,"Godliness does not conflict with the laws of health, but is in harmony with them. Had men ever been obedient to the law of ten commandments, had they carried out in their lives the principles of these ten precepts, the curse of disease that now floods the world would not be. . . . One whose mind is quiet and satisfied in God is on the highway to health (ST Oct. 23, 1884). {3BC 1156.5}"
1200,144,144,chapter_heading,Proverbs,4,Chapter 4
1201,144,144,paragraph,Proverbs,4,"18. Christian Life Lights Way for Others.--A soul filled with the love of Jesus lends to the words, the manners, the looks, hope, courage and serenity. It reveals the spirit of Christ. It breathes a love which will be reflected. It awakens a desire for a better life; souls ready to faint are strengthened; those struggling against temptation will be fortified and comforted. The words, the expression, the manners throw out a bright ray of sunshine, and leave behind them a clear path toward heaven, the source of all light. Every one of us has opportunities of helping others. We are constantly making impressions upon the youth about us. The expression of the countenance is itself a mirror of the life within. Jesus desires that we shall become like Himself, filled with tender sympathy, exerting a ministry of love in the small duties of life (MS 24, 1887). {3BC 1156.6}"
1202,144,144,paragraph,Proverbs,4,"The Light Burns Dimly.--The light which is given to shine brighter and brighter unto the perfect day, burns dimly. The church no longer sends out the clear bright rays of light amidst the moral darkness that is enveloping the world as a funeral pall. The light of many does not burn or shine. They are moral icebergs (Letter 1f, 1890). {3BC 1156.7}"
1203,144,144,paragraph,Proverbs,4,"20-22. See EGW on Ex. 20:3-17, Vol. 1, p. 1105. {3BC 1157.1}"
1204,144,144,paragraph,Proverbs,4,"23 (1 Thess. 5:17; see EGW on Ps. 19:14). How Hearts May Be Kept for God.--""Keep thy heart with all diligence; for out of it are the issues of life."" Diligent heart-keeping is essential to a healthy growth in grace. The heart in its natural state is a habitation for unholy thoughts and sinful passions. When brought into subjection to Christ, it must be cleansed by the Spirit from all defilement. This can not be done without the consent of the individual. {3BC 1157.2}"
1205,144,144,paragraph,Proverbs,4,"When the soul has been cleansed, it is the duty of the Christian to keep it undefiled. Many seem to think that the religion of Christ does not call for the abandonment of daily sins, the breaking loose from habits which have held the soul in bondage. They renounce some things condemned by the conscience, but they fail to represent Christ in the daily life. They do not bring Christlikeness into the home. They do not show a thoughtful care in their choice of words. Too often, fretful, impatient words are spoken, words which stir the worst passions of the human heart. Such ones need the abiding presence of Christ in the soul. Only in His strength can they keep guard over the words and actions. {3BC 1157.3}"
1206,144,144,paragraph,Proverbs,4,"In the work of heart-keeping we must be instant in prayer, unwearied in petitioning the throne of grace for assistance. Those who take the name of Christian should come to God in earnestness and humility, pleading for help. The Saviour has told us to pray without ceasing. The Christian can not always be in the position of prayer, but his thoughts and desires can always be upward. Our selfconfidence would vanish, did we talk less and pray more (YI March 5, 1903). {3BC 1157.4}"
1207,144,145,paragraph,Proverbs,4,"(Ps. 19:14; Eph. 4:13.) Christians should be careful that they keep the heart with all diligence. They should cultivate a love for meditation, and cherish a spirit of devotion. Many seem to begrudge moments spent in meditation, and the searching of the Scriptures, and prayer, as though the time thus occupied was lost. I wish you could all view these things in the light God would have you; for you would then make the kingdom of heaven of the first importance. To keep your heart in heaven, will give vigor to all your graces, and put life into all your duties. To discipline the mind to dwell upon heavenly things, will put life and earnestness into all our endeavors. Our efforts are languid, and we run the Christian race slowly, and manifest indolence and sloth, because we so little value the heavenly prize. We are dwarfs in spiritual attainments. It is the privilege and duty of the Christian to be ""increasing in the knowledge of the Son of God, unto a perfect man, unto the measure of the stature of the fullness of Christ."" [Eph. 4:13.] As exercise increases the appetite, and gives strength and healthy vigor to the body, so will devotional exercises bring an increase of grace and spiritual vigor. {3BC 1157.5}"
1208,145,145,paragraph,Proverbs,4,"The affections should center upon God. Contemplate His greatness, His mercy and excellences. Let His goodness and love and perfection of character captivate your heart. Converse upon His divine charms, and the heavenly mansions He is preparing for the faithful. He whose conversation is in heaven, is the most profitable Christian to all around him. His words are useful and refreshing. They have a transforming power upon those who hear them, and will melt and subdue the soul (RH March 29, 1870). {3BC 1157.6}"
1209,145,145,paragraph,Proverbs,4,"Practical Religion Breathes Fragrance.--Let the prayer go up to God, ""Create in me a clean heart;"" for a pure, cleansed soul has Christ abiding therein, and out of the abundance of the heart are the issues of life. The human will is to be yielded to Christ. Instead of passing on, closing the heart in selfishness, there is need of opening the heart to the sweet influences of the Spirit of God. Practical religion breathes its fragrance everywhere. It is a savor of life unto life (Letter 31a, 1894). {3BC 1157.7}"
1210,145,145,chapter_heading,Proverbs,6,Chapter 6
1211,145,145,paragraph,Proverbs,6,"6. Ant Industry Reproaches Idleness.--[Prov. 6:6 quoted.] The habitations which the ants build for themselves show skill and perseverance. Only one little grain at a time can they handle, but by diligence and perseverance they accomplish wonders. Solomon presents to the world the industry of the ant as a reproach to those who waste their hours in sinful idleness, in practices which corrupt soul and body. The ant prepares for future seasons. This is a lesson which many gifted with reasoning powers disregard. They fail entirely to prepare for the future immortal life which God has in His providence secured for the fallen race (MS 35, 1899). {3BC 1157.8}"
1212,145,145,chapter_heading,Proverbs,10,Chapter 10
1213,145,145,paragraph,Proverbs,10,"9. Uprightness Makes a Man a Blessing.--The very first step in the path of life is to keep the mind stayed on God, to have His fear continually before the eyes. A single departure from moral integrity blunts the conscience, and opens the door to the next temptation. ""He that walketh uprightly walketh surely; but he that perverteth his way shall be known."" [Prov. 10:9.] We are commanded to love God supremely, and our neighbor as ourselves; but the daily experience of life shows that this law is disregarded. Uprightness in deal and moral integrity will secure the favor of God, and make a man a blessing to himself and to society; but amid the varied temptations that assail one whichever way he may turn, it is impossible to keep a clear conscience and the approval of heaven without divine aid and a principle to love honesty for the sake of the right. {3BC 1158.1}"
1214,146,146,paragraph,Proverbs,10,"A character that is approved of God and man is to be preferred to wealth. The foundation should be laid broad and deep, resting on the rock Christ Jesus. There are too many who profess to work from the true foundation, whose loose dealing shows them to be building on sliding sand; but the great tempest will sweep away their foundation, and they will have no refuge. {3BC 1158.2}"
1215,146,146,paragraph,Proverbs,10,"Many plead that unless they are sharp, and watch to advantage themselves, they will meet with loss. Their unscrupulous neighbors, who take selfish advantages, are prospered; while they, although trying to deal strictly in accordance with Bible principles, are not so highly favored. Do these persons see the future? Or are their eyes too dim to see, through the miasma-laden fogs of worldliness, that honor and integrity are not rewarded in the coin of this world? Will God reward virtue with mere worldly success? He has their names graven on the palms of His hands, as heirs to enduring honors, riches that are imperishable. What did that dishonest man gain by his worldly policy? How high a price did he pay for his success? He has sacrificed his noble manhood, and has started on the road that leads to perdition. He may be converted; he may see the wickedness of his injustice to his fellow-men, and, as far as possible, make restitution; but the scars of a wounded conscience will ever remain (ST Feb. 7, 1884). {3BC 1158.3}"
1216,146,146,chapter_heading,Proverbs,11,Chapter 11
1217,146,146,paragraph,Proverbs,11,"1. All Business on Square Principles.--In all business transactions, we are to let the light shine decidedly. There is to be no sharp practice. Everything is to be done with the strictest integrity. Better consent to lose something financially than to gain a few shillings by sharp practice. We shall lose nothing in the end by fair dealing. We are to live the law of God in our world, and perfect a character after the divine similitude. All business, with those in the faith and those not in the faith, is to be transacted on square, righteous principles. Everything is to be seen in the light of God's law, everything done without fraud, without duplicity, without one tinge of guile (MS 47, 1898). {3BC 1158.4}"
1218,146,146,paragraph,Proverbs,11,"God Honors Honesty, Curses Injustice.--""A false balance is abomination to the Lord."" A false balance is a symbol of all unfair dealing, all devices to conceal selfishness and injustice under an appearance of fairness and equity. God will not in the slightest degree favor such practices. He hates every false way. He abhors all selfishness and covetousness. Unmerciful dealing He will not tolerate, but will repay in kind. God can give prosperity to the working men whose means are acquired honestly. But His curse rests upon all that is gained by selfish practices. {3BC 1158.5}"
1219,146,146,paragraph,Proverbs,11,"When one indulges in selfishness or sharp dealing, he shows that he does not fear the Lord or reverence His name. Those who are connected with God will not only shun all injustice, but will manifest His mercy and goodness toward all with whom they have to do. The Lord will sanction no respect of person; but He will not approve the course of those who make no difference in favor of the poor, the widow, and the orphan (Letter 20a, 1893). {3BC 1158.6}"
1220,146,146,paragraph,Proverbs,11,14. See EGW on 1 Chron. 27:32-34. {3BC 1159.1}
1221,146,146,chapter_heading,Proverbs,12,Chapter 12
1222,146,147,paragraph,Proverbs,12,"18. Words Mean Much.--The voice and tongue are gifts from God, and if rightly used, they are a power for God. Words mean very much. They may express love, devotion, praise, melody to God, or hatred and revenge. Words reveal the sentiments of the heart. They may be a savor of life unto life or of death unto death. The tongue is a world of blessing, or a world of iniquity (MS 40, 1896). {3BC 1159.2}"
1223,147,147,paragraph,Proverbs,12,"Desolating Hail or Seeds of Love?--Some are seen to come forth from their daily communion with God clothed with the meekness of Christ. Their words are not like a desolating hail, crushing everything before it; they come forth sweetly from their lips. They scatter seeds of love and kindness all along their path, and that all unconsciously, because Christ lives in their heart. Their influence is felt more than it is seen (MS 24, 1887). {3BC 1159.3}"
1224,147,147,paragraph,Proverbs,12,19. The Honest Are His Jewels Forever.--Truthfulness and frankness should be ever cherished by all who claim to be followers of Christ. God and the right should be the motto. Deal honestly and righteously in this present evil world. Some will be honest when they see that honesty will not endanger their worldly interests; but all who act from this principle will have their names blotted out of the book of life. {3BC 1159.4}
1225,147,147,paragraph,Proverbs,12,"Strict honesty must be cultivated. We can go through the world but once; we cannot come back to rectify any mistakes; therefore every move made should be with godly fear and careful consideration. Honesty and policy will not harmonize; either policy will be subdued, and truth and honesty hold the lines of control, or policy will take the lines, and honesty cease to direct. Both cannot act together; they can never be in agreement. When God makes up His jewels, the true, the frank, the honest, will be His chosen ones, His treasures. Angels are preparing crowns for such; and light from the throne of God will be reflected in its splendor from these star-gemmed diadems (RH Dec. 29, 1896). {3BC 1159.5}"
1226,147,147,chapter_heading,Proverbs,14,Chapter 14
1227,147,147,paragraph,Proverbs,14,"30 (ch. 27:4). A Despicable Trait of Satanic Character.--Envy is one of the most despicable traits of Satanic character. It is constantly seeking the lifting up of self, by casting slurs upon others. A man who is envious will belittle his neighbor, thinking to exalt himself. The sound of praise is grateful to him who has approbativeness highly developed, and he hates to hear the praises of another. Oh, what untold mischief has this evil trait of character worked in our world! The same enmity existed in the heart of Saul that stirred the heart of Cain against his brother Abel, because Abel's works were righteous, and God honored him, and his own works were evil, and the Lord could not bless him. {3BC 1159.6}"
1228,147,147,paragraph,Proverbs,14,"Envy is the offspring of pride, and, if it is entertained in the heart, it will lead to cruel deeds, to hatred, revenge, and murder. The great controversy between Christ and the prince of darkness, is carried on in everyday, practical life (ST Aug. 17, 1888). {3BC 1159.7}"
1229,147,147,chapter_heading,Proverbs,15,Chapter 15
1230,147,148,paragraph,Proverbs,15,"1, 2. Seeds That Produce a Bad Crop.--Passionate words sow seeds that produce a bad crop which no one will care to garner. Our own words have an effect upon our character, but they act still more powerfully upon the characters of others. The infinite God alone can measure the mischief that is done by careless words. These words fall from our lips, and we do not perhaps mean any harm; yet they are the index of our inward thoughts, and work on the side of evil. What unhappiness has been produced by the speaking of thoughtless, unkind words in the family circle! Harsh words rankle in the mind, it may be for years, and never lose their sting. As professed Christians, we should consider the influence our words have upon those with whom we come into association, whether they are believers or unbelievers. Our words are watched, and mischief is done by thoughtless utterances. No after association with believers or unbelievers will wholly counteract the unfavorable influence of thoughtless, foolish words. Our words evidence the manner of food upon which the soul feeds (YI June 27, 1895). {3BC 1159.8}"
1231,148,148,paragraph,Proverbs,15,"33. See EGW on Judges 6:15, Vol. 2, p. 1003. {3BC 1160.1}"
1232,148,148,chapter_heading,Proverbs,16,Chapter 16
1233,148,148,paragraph,Proverbs,16,"2. God Reads the Secret Devisings.--It is for the eternal interest of every one to search his own heart, and to improve every God-given faculty. Let all remember that there is not a motive in the heart of any man that the Lord does not clearly see. The motives of each one are weighed as carefully as if the destiny of the human agent depended upon this one result. We need a connection with divine power, that we may have an increase of clear light and an understanding of how to reason from cause to effect. We need to have the powers of the understanding cultivated, by our being partakers of the divine nature, having escaped the corruption that is in the world through lust. Let each one consider carefully the solemn truth, God in heaven is true, and there is not a design, however intricate, nor a motive, however carefully hidden, that He does not clearly understand. He reads the secret devisings of every heart. Men may plan out crooked actions for the future, thinking that God does not understand; but in that great day when the books are opened, and every man is judged by the things written in the books, those actions will appear as they are. . . . {3BC 1160.2}"
1234,148,148,paragraph,Proverbs,16,"[Ps. 139:1-5, 11, 12 quoted.] {3BC 1160.3}"
1235,148,148,paragraph,Proverbs,16,"The Lord sees and understands all dishonesty in planning, all unlawful appropriation in any degree of property or means, all injustice in man's dealing with his fellow men . . . [Dan. 5:27 quoted] (RH March 8, 1906). {3BC 1160.4}"
1236,148,148,paragraph,Proverbs,16,"11 (Hosea 12:7). Religion With Deceitful Balances an Abomination.--Fraud in any business transaction is a grievous sin in God's sight; for the goods men are handling belong to Him, and must be used to the glory of His name if men would be pure and clean in His sight. The religion that carries in its hand the scant measure and the deceitful balance is an abomination in the sight of God. He who cherishes such a religion will be brought to confusion; for God is a jealous God (Letter 8, 1901). {3BC 1160.5}"
1237,148,148,paragraph,Proverbs,16,28. See EGW on ch. 26:20-22. {3BC 1160.6}
1238,148,149,paragraph,Proverbs,16,"32 (See EGW on 1 Sam. 24:6, Vol. 2, p. 1021). How to Be Stronger Than Kings or Conquerors.--Is Christ using cutting words, stern criticism and unkind suspicion toward His people who commit faults? No. He takes every infirmity into account; He acts with discernment. He knows every one of our failings; but He uses patience; for otherwise we would have perished long ago on account of our bad treatment of Him. The greatest insult we can inflict upon Him, is to pretend to be His disciples while manifesting the spirit of Satan in our words, our dispositions and our actions. It does not behoove those from whom Jesus has so much to bear, in their failings and perversity, to be ever mindful of slights and real or imaginary offense. And yet there are those who are ever suspecting the motives of others about them. They see offense and slights where no such thing was intended. All this is Satan's work in the human heart. The heart filled with that love which thinketh no evil will not be on the watch to notice discourtesies and grievances of which he may be the object. The will of God is that His love shall close the eyes, the ears and the heart to all such provocations and to all the suggestions with which Satan would fill them. There is a noble majesty in the silence of the one exposed to evil-surmising or outrage. To be master of one's spirit is to be stronger than kings or conquerors. A Christian leads one to think of Christ. He will be affable, kind, patient, humble and yet courageous and firm in vindicating the truth and the name of Christ (MS 24, 1887). {3BC 1160.7}"
1239,149,149,paragraph,Proverbs,16,We must not consider as our enemies all those who do not receive us with a smile upon their lips and with demonstrations of love. It is much easier to play the martyr than to overcome a bad temper. {3BC 1160.8}
1240,149,149,paragraph,Proverbs,16,"We must give others an example of not stopping at every trifling offense in order to vindicate our rights. We may expect that false reports will circulate about us; but if we follow a straight course, if we remain indifferent to these things, others will also be indifferent. Let us leave to God the care of our reputation. And thus, like sons and daughters of God, we shall show that we have self-control. We shall show that we are led by the Spirit of God, and that we are slow to anger. Slander can be lived down by our manner of living; it is not lived down by words of indignation. Let our great anxiety be to act in the fear of God, and show by our conduct that these reports are false. No one can injure our character as much as ourselves. It is the weak trees and the tottering houses that need to be constantly propped. When we show ourselves so anxious to protect our reputation against attacks from the outside, we give the impression that it is not blameless before God, and that it needs therefore to be continually bolstered up (MS 24, 1887). {3BC 1160.9}"
1241,149,149,paragraph,Proverbs,16,"Avoid Intoxication Through Wrath.--One class have come up without self-control; they have not bridled the temper or the tongue; and some of these claim to be Christ's followers, but they are not. Jesus has set them no such example. When they have the meekness and lowliness of the Saviour, they will not act out the promptings of the natural heart, for this is of Satan. Some are nervous, and if they begin to lose self-control in word or spirit under provocation, they are as much intoxicated with wrath as the inebriate is with liquor. They are unreasonable, and not easily persuaded or convinced. They are not sane; Satan for the time has full control. Every one of these exhibitions of wrath weakens the nervous system and the moral powers, and makes it difficult to restrain anger or another provocation. With this class there is only one remedy,--positive self-control under all circumstances. The effort to get into a favorable place, where self will not be annoyed, may succeed for a time; but Satan knows where to find these poor souls, and will assail them in their weak points again and again. They will be continually troubled so long as they think so much of self. They carry the heaviest load a mortal can lift, that is self, unsanctified and unsubdued. But there is hope for them. Let this life, so stormy with conflicts and worries, be brought into connection with Christ, and then self will no longer clamor for the supremacy (YI Nov. 10, 1886). {3BC 1161.1}"
1242,149,149,chapter_heading,Proverbs,17,Chapter 17
1243,149,149,paragraph,Proverbs,17,9. See EGW on ch. 26:20-22. {3BC 1161.2}
1244,149,149,chapter_heading,Proverbs,18,Chapter 18
1245,149,149,paragraph,Proverbs,18,12. See EGW on Judges 6:15. {3BC 1161.3}
1246,149,150,paragraph,Proverbs,18,"21. Devil May Use Christians' Tongues to Ruin.--Do not allow the devil to use your tongue and your voice to ruin those weak in the faith; for at the day of final reckoning God will call upon you to give an account of your work (MS 39, 1896). {3BC 1161.4}"
1247,150,150,chapter_heading,Proverbs,20,Chapter 20
1248,150,150,paragraph,Proverbs,20,1. See EGW on ch. 23: 29-35. {3BC 1161.5}
1249,150,150,chapter_heading,Proverbs,21,Chapter 21
1250,150,150,paragraph,Proverbs,21,"2. Sometimes on Lucifer's Ground.--When a man takes the position that when he has once made a decision he must stand by it, and never to alter his decision, he is on the same ground as was Lucifer when he rebelled against God. He held his plans regarding the government of heaven as an exalted, unchangeable theory. {3BC 1161.6}"
1251,150,150,paragraph,Proverbs,21,"No man should think that human opinions are to be immortalized. Any man taking the stand that he will never change his views places himself on dangerous ground. Those who hold the position that their views are unchangeable can not be helped; for they place themselves where they are not willing to receive counsel and admonition from their brethren (Letter 12, 1911). {3BC 1161.7}"
1252,150,150,chapter_heading,Proverbs,22,Chapter 22
1253,150,150,paragraph,Proverbs,22,"29. God Demands Vigorous and Earnest Efforts.--Put your highest powers into your effort. Call to your aid the most powerful motives. You are learning. Endeavor to go to the bottom of everything you set your hand to. Never aim lower than to become competent in the matters which occupy you. Do not allow yourself to fall into the habit of being superficial and neglectful in your duties and studies; for your habits will strengthen and you will become incapable of anything better. The mind naturally learns to be satisfied with that which requires little care and effort, and to be content with something cheap and inferior. There are, young men and young women, depths of knowledge which you have never fathomed, and you are satisfied and proud of your superficial attainments. If you knew much more than you do now, you would be convinced that you know very little. {3BC 1161.8}"
1254,150,150,paragraph,Proverbs,22,"God demands of you vigorous and earnest intellectual efforts, and with every determined effort, your powers will strengthen. Your work will then always be agreeable, because you will know that you are progressing. You can either become accustomed to slow, uncertain, irresolute movements, so much so that the work of your life will not be one-half what it could be; or, your eyes fixed upon God, and your soul strengthened by prayer, you can overcome a disgraceful slowness and a dislike for work, and train your mind to think rapidly and to put forth strong efforts at the proper time. If your highest motive is to labor for wages, you will never, in any position, be qualified to carry high responsibilities, never be fit to teach (MS 24, 1887). {3BC 1162.1}"
1255,150,150,chapter_heading,Proverbs,23,Chapter 23
1256,150,151,paragraph,Proverbs,23,"26. Youth's Most Precious Offering.--Then, children, come to Jesus. Give to God the most precious offering that it is possible for you to make; give Him your heart. He speaks to you saying, ""My son, my daughter, give me thine heart. Though your sins be as scarlet, I will make them white as snow; for I will cleanse you with my own blood. I will make you members of my family--children of the heavenly King. Take my forgiveness, my peace which I freely give you. I will clothe you with my own righteousness,--the wedding garment,--and make you fit for the marriage supper of the Lamb. When clothed in my righteousness, through prayer, through watchfulness, through diligent study of my Word, you will be able to reach a high standard. You will understand the truth, and your character will be molded by a divine influence; for this is the will of God, even your sanctification"" (YI June 30, 1892). {3BC 1162.2}"
1257,151,151,paragraph,Proverbs,23,"29-35 (ch. 20:1). Satan's Control Through Strong Drink.-- [Prov. 23:29-35 quoted.] Is not this description true to life? Does it not represent to us the experience of the poor, besotted drunkard, who is plunged in degradation and ruin because he has put the bottle to his lips, and who says, ""I will seek it yet again""? The curse has come upon such a soul through indulgence in evil, and Satan has control of his being. . . . {3BC 1162.3}"
1258,151,151,paragraph,Proverbs,23,"The man who has formed the habit of drinking intoxicating liquor, is in a desperate situation. He cannot be reasoned with, or persuaded to deny himself the indulgence. His stomach and brain are diseased, his will power is weakened, and his appetite uncontrollable. The prince of the powers of darkness holds him in bondage that he has no power to break. For the aid of such victims the liquor traffic should be stopped. Do not the rulers of this land see that awful results are the fruit of this traffic? Daily the papers are filled with accounts that would move a heart of stone; and if the senses of our rulers were not perverted, they would see the necessity of doing away with this death-dealing traffic. May the Lord move upon the hearts of those in authority, until they shall take measures that will prohibit the drink traffic (RH May 1, 1894). {3BC 1162.4}"
1259,151,151,chapter_heading,Proverbs,24,Chapter 24
1260,151,151,paragraph,Proverbs,24,6. See EGW on 1 Chron. 27:32-34. {3BC 1162.5}
1261,151,151,chapter_heading,Proverbs,26,Chapter 26
1262,151,151,paragraph,Proverbs,26,"20-22 (chs. 16:28; 17:9; Jer. 20:10). Floating Rumors Destroy Unity.--Brethren sometimes associate together for years, and they think they can trust those they know so well just as they would trust members of their own family. There is a freedom and confidence in this association which could not exist between those not of the same faith. This is very pleasant while mutual faith and brotherly love last; but let the ""accuser of the brethren"" gain admittance to the heart of one of these men, controlling the mind and the imagination, and jealousies are created, suspicion and envy are harbored; and he who supposed himself secure in the love and friendship of his brother, finds himself mistrusted and his motives misjudged. The false brother forgets his own human frailties, forgets his obligation to think and speak no evil lest he dishonor God and wound Christ in the person of His saints, and every defect that can be thought of or imagined is commented upon unmercifully, and the character of a brother is represented as dark and questionable. {3BC 1162.6}"
1263,151,151,paragraph,Proverbs,26,"There is a betrayal of sacred trust. The things spoken in brotherly confidence are repeated and misrepresented; and every word, every action, however innocent and well-meaning, is scrutinized by the cold, jealous criticism of those who were thought too noble, too honorable to take the least advantage of friendly association or brotherly trust. Hearts are closed to mercy, judgment, and the love of God; and the cold, sneering, contemptuous spirit which Satan manifests toward his victim is revealed. {3BC 1163.1}"
1264,151,152,paragraph,Proverbs,26,"The Saviour of the world was treated thus, and we are exposed to the influence of the same malicious spirit. The time has come when it is not safe to put confidence in a friend or a brother. {3BC 1163.2}"
1265,152,152,paragraph,Proverbs,26,"As in the days of Christ spies were on His track, so they are on ours now. If Satan can employ professed believers to act as accusers of the brethren, he is greatly pleased; for those who do this are just as truly serving him as was Judas when he betrayed Christ, although they may be doing it ignorantly. Satan is no less active now than in Christ's day, and those who lend themselves to do his work will represent his spirit. {3BC 1163.3}"
1266,152,152,paragraph,Proverbs,26,"Floating rumors are frequently the destroyers of unity among brethren. There are some who watch with open mind and ears to catch flying scandal. They gather up little incidents which may be trifling in themselves, but which are repeated and exaggerated until a man is made an offender for a word. Their motto seems to be, ""Report, and we will report it."" These tale bearers are doing the devil's work with surprising fidelity, little knowing how offensive their course is to God. If they would spend half the energy and zeal that is given to this unholy work in examining their own hearts, they would find so much to do to cleanse their souls from impurity that they would have no time or disposition to criticize their brethren, and they would not fall under the power of this temptation. The door of the mind should be closed against ""they say"" or ""I have heard."" Why should we not, instead of allowing jealousy or evilsurmising to come into our hearts, go to our brethren, and, after frankly but kindly setting before them the things we have heard detrimental to their character and influence, pray with and for them? While we cannot love and fellowship those who are the bitter enemies of Christ, we should cultivate that spirit of meekness and love that characterized our Master.-- a love that thinketh no evil and is not easily provoked (RH June 3, 1884). {3BC 1163.4}"
1267,152,152,chapter_heading,Proverbs,27,Chapter 27
1268,152,152,paragraph,Proverbs,27,"4 (ch. 14:30; Cant. 8:6). Envy Is a Hellish Shadow.--Envy, jealousy, and evil surmising is a hellish shadow by which Satan seeks to intercept your views of the character of Christ, so that by beholding the evil you may be fully changed into its likeness (Letter 9, 1892). {3BC 1163.5}"
